country,city,aqi_value,aqi_category,co_aqi,co_category,ozone_aqi,ozone_category,no2_aqi,no2_category,pm25_aqi,pm25_category
India,Banda,169.00,Unhealthy,4.00,Good,169.00,Unhealthy,1.00,Good,167.00,Unhealthy
Iran (Islamic Republic of),Baneh,47.00,Good,1.00,Good,47.00,Good,0.00,Good,46.00,Good
Colombia,Barbosa,59.00,Moderate,2.00,Good,0.00,Good,4.00,Good,59.00,Moderate
Brazil,Barra Mansa,113.00,Unhealthy for Sensitive Groups,3.00,Good,4.00,Good,8.00,Good,113.00,Unhealthy for Sensitive Groups
Japan,Ashikaga,67.00,Moderate,1.00,Good,67.00,Moderate,1.00,Good,63.00,Moderate
Italy,Atessa,45.00,Good,1.00,Good,45.00,Good,1.00,Good,31.00,Good
United States of America,Atlantic Beach,63.00,Moderate,1.00,Good,30.00,Good,7.00,Good,63.00,Moderate
Romania,Avrig,39.00,Good,1.00,Good,39.00,Good,0.00,Good,32.00,Good
China,Babu,53.00,Moderate,2.00,Good,21.00,Good,3.00,Good,53.00,Moderate
Germany,Bad Wildungen,68.00,Moderate,1.00,Good,33.00,Good,6.00,Good,68.00,Moderate
Mexico,Altepexi,73.00,Moderate,2.00,Good,17.00,Good,5.00,Good,73.00,Moderate
Indonesia,Ambon,27.00,Good,0.00,Good,14.00,Good,0.00,Good,27.00,Good
Brazil,Americana,57.00,Moderate,2.00,Good,5.00,Good,4.00,Good,57.00,Moderate
Peru,Andahuaylas,26.00,Good,1.00,Good,2.00,Good,2.00,Good,26.00,Good
Turkey,Solhan,53.00,Moderate,0.00,Good,40.00,Good,0.00,Good,53.00,Moderate
Russian Federation,Somovo,50.00,Good,1.00,Good,38.00,Good,1.00,Good,50.00,Good
Canada,Sorel,39.00,Good,1.00,Good,23.00,Good,1.00,Good,39.00,Good
United States of America,South Saint Paul,52.00,Moderate,1.00,Good,29.00,Good,1.00,Good,52.00,Moderate
India,Sriperumbudur,116.00,Unhealthy for Sensitive Groups,3.00,Good,40.00,Good,4.00,Good,116.00,Unhealthy for Sensitive Groups
Russian Federation,Strelna,26.00,Good,1.00,Good,26.00,Good,4.00,Good,18.00,Good
Czechia,Studenka,74.00,Moderate,1.00,Good,46.00,Good,0.00,Good,74.00,Moderate
Germany,Stuhr,40.00,Good,0.00,Good,40.00,Good,0.00,Good,27.00,Good
Brazil,Uniao Da Victoria,27.00,Good,0.00,Good,12.00,Good,1.00,Good,27.00,Good
Russian Federation,Uvarovo,47.00,Good,1.00,Good,35.00,Good,0.00,Good,47.00,Good
Bolivia (Plurinational State of),Uyuni,12.00,Good,0.00,Good,10.00,Good,0.00,Good,12.00,Good
India,Valavanur,63.00,Moderate,1.00,Good,35.00,Good,1.00,Good,63.00,Moderate
,Valvedditturai,56.00,Moderate,0.00,Good,30.00,Good,0.00,Good,56.00,Moderate
Russian Federation,Velikiy Novgorod,34.00,Good,1.00,Good,34.00,Good,0.00,Good,15.00,Good
Greece,Veroia,89.00,Moderate,1.00,Good,44.00,Good,1.00,Good,89.00,Moderate
India,Vetapalem,52.00,Moderate,1.00,Good,40.00,Good,0.00,Good,52.00,Moderate
France,Vichy,53.00,Moderate,1.00,Good,31.00,Good,1.00,Good,53.00,Moderate
Italy,Trezzo,59.00,Moderate,1.00,Good,43.00,Good,1.00,Good,59.00,Moderate
Philippines,Tubod,26.00,Good,1.00,Good,15.00,Good,0.00,Good,26.00,Good
China,Tumen,69.00,Moderate,2.00,Good,49.00,Good,0.00,Good,69.00,Moderate
Hungary,Ujfeherto,64.00,Moderate,1.00,Good,42.00,Good,1.00,Good,64.00,Moderate
India,Tori Fatehpur,163.00,Unhealthy,3.00,Good,146.00,Unhealthy for Sensitive Groups,0.00,Good,163.00,Unhealthy
Spain,Torrejon De Ardoz,60.00,Moderate,1.00,Good,25.00,Good,3.00,Good,60.00,Moderate
Italy,Tortoli,42.00,Good,1.00,Good,42.00,Good,1.00,Good,22.00,Good
Brazil,Eusebio,28.00,Good,0.00,Good,21.00,Good,1.00,Good,28.00,Good
Belgium,Evergem,40.00,Good,1.00,Good,31.00,Good,3.00,Good,40.00,Good
Iran (Islamic Republic of),Faridan,85.00,Moderate,0.00,Good,45.00,Good,0.00,Good,85.00,Moderate
Tajikistan,Farkhor,84.00,Moderate,1.00,Good,44.00,Good,0.00,Good,84.00,Moderate
United States of America,Fergus Falls,33.00,Good,1.00,Good,30.00,Good,3.00,Good,33.00,Good
Italy,Erice,58.00,Moderate,1.00,Good,58.00,Moderate,0.00,Good,48.00,Good
Colombia,Guapi,10.00,Good,1.00,Good,10.00,Good,0.00,Good,10.00,Good
Bosnia and Herzegovina,Gorazde,52.00,Moderate,1.00,Good,32.00,Good,0.00,Good,52.00,Moderate
India,Kotaparh,150.00,Unhealthy,1.00,Good,47.00,Good,0.00,Good,150.00,Unhealthy
Indonesia,Kraksaan,69.00,Moderate,2.00,Good,40.00,Good,1.00,Good,69.00,Moderate
Serbia,Kraljevo,66.00,Moderate,1.00,Good,43.00,Good,0.00,Good,66.00,Moderate
Indonesia,Kroya,64.00,Moderate,1.00,Good,40.00,Good,1.00,Good,64.00,Moderate
Malaysia,Kuantan,86.00,Moderate,1.00,Good,38.00,Good,0.00,Good,86.00,Moderate
Japan,Kurashiki,58.00,Moderate,2.00,Good,37.00,Good,3.00,Good,58.00,Moderate
Japan,Kusatsu,51.00,Moderate,1.00,Good,38.00,Good,3.00,Good,51.00,Moderate
Russian Federation,Kyzyl,39.00,Good,1.00,Good,39.00,Good,0.00,Good,29.00,Good
,La Ciotat,31.00,Good,1.00,Good,31.00,Good,7.00,Good,25.00,Good
United States of America,La Grange,67.00,Moderate,2.00,Good,15.00,Good,19.00,Good,67.00,Moderate
Switzerland,Lausanne,62.00,Moderate,1.00,Good,21.00,Good,3.00,Good,62.00,Moderate
Zimbabwe,Marondera,32.00,Good,1.00,Good,22.00,Good,0.00,Good,32.00,Good
Cuba,Matanzas,88.00,Moderate,1.00,Good,24.00,Good,1.00,Good,88.00,Moderate
Japan,Matsusaka,33.00,Good,1.00,Good,26.00,Good,3.00,Good,33.00,Good
United Republic of Tanzania,Mbinga,21.00,Good,0.00,Good,20.00,Good,0.00,Good,21.00,Good
Germany,Merseburg,64.00,Moderate,1.00,Good,35.00,Good,3.00,Good,64.00,Moderate
Spain,Malaga,46.00,Good,1.00,Good,27.00,Good,6.00,Good,46.00,Good
India,Mancheral,150.00,Unhealthy,1.00,Good,48.00,Good,0.00,Good,150.00,Unhealthy
Democratic Republic of the Congo,Mangai,103.00,Unhealthy for Sensitive Groups,5.00,Good,31.00,Good,0.00,Good,103.00,Unhealthy for Sensitive Groups
Zambia,Mansa,41.00,Good,1.00,Good,21.00,Good,0.00,Good,41.00,Good
France,Mantes La Ville,63.00,Moderate,1.00,Good,28.00,Good,4.00,Good,63.00,Moderate
Mexico,Pichucalco,195.00,Unhealthy,11.00,Good,2.00,Good,13.00,Good,195.00,Unhealthy
Ecuador,Pinas,47.00,Good,1.00,Good,6.00,Good,3.00,Good,47.00,Good
Germany,Planegg,66.00,Moderate,1.00,Good,39.00,Good,3.00,Good,66.00,Moderate
Germany,Porta Westfalica,70.00,Moderate,2.00,Good,36.00,Good,6.00,Good,70.00,Moderate
Brazil,Porteirinha,28.00,Good,1.00,Good,4.00,Good,1.00,Good,28.00,Good
Brazil,Porto Velho,50.00,Good,1.00,Good,2.00,Good,0.00,Good,50.00,Good
Indonesia,Poso,23.00,Good,1.00,Good,11.00,Good,0.00,Good,23.00,Good
Russian Federation,Yashkino,40.00,Good,1.00,Good,40.00,Good,0.00,Good,36.00,Good
China,Zhanjiang,64.00,Moderate,2.00,Good,53.00,Moderate,2.00,Good,64.00,Moderate
Burkina Faso,Ziniare,54.00,Moderate,2.00,Good,15.00,Good,1.00,Good,54.00,Moderate
Poland,Zlotoryja,72.00,Moderate,1.00,Good,39.00,Good,1.00,Good,72.00,Moderate
Belgium,Zoersel,46.00,Good,1.00,Good,28.00,Good,6.00,Good,46.00,Good
Niger,Zinder,117.00,Unhealthy for Sensitive Groups,2.00,Good,33.00,Good,1.00,Good,117.00,Unhealthy for Sensitive Groups
India,Susner,162.00,Unhealthy,1.00,Good,37.00,Good,0.00,Good,162.00,Unhealthy
Namibia,Swakopmund,204.00,Very Unhealthy,1.00,Good,22.00,Good,0.00,Good,204.00,Very Unhealthy
Niger,Tahoua,71.00,Moderate,2.00,Good,30.00,Good,2.00,Good,71.00,Moderate
China,Taian,129.00,Unhealthy for Sensitive Groups,2.00,Good,108.00,Unhealthy for Sensitive Groups,3.00,Good,129.00,Unhealthy for Sensitive Groups
,Takoradi,36.00,Good,0.00,Good,20.00,Good,0.00,Good,36.00,Good
Mexico,Tamazunchale,110.00,Unhealthy for Sensitive Groups,3.00,Good,1.00,Good,13.00,Good,110.00,Unhealthy for Sensitive Groups
Russian Federation,Tambov,40.00,Good,1.00,Good,35.00,Good,0.00,Good,40.00,Good
India,Taramangalam,50.00,Good,1.00,Good,32.00,Good,1.00,Good,50.00,Good
Russian Federation,Tatsinskaya,35.00,Good,1.00,Good,35.00,Good,0.00,Good,15.00,Good
Mexico,Teapa,171.00,Unhealthy,7.00,Good,3.00,Good,11.00,Good,171.00,Unhealthy
Mexico,Tekax,108.00,Unhealthy for Sensitive Groups,1.00,Good,23.00,Good,0.00,Good,108.00,Unhealthy for Sensitive Groups
Indonesia,Temanggung,87.00,Moderate,2.00,Good,58.00,Moderate,1.00,Good,87.00,Moderate
Mozambique,Tete,54.00,Moderate,1.00,Good,21.00,Good,0.00,Good,54.00,Moderate
India,Thiruvananthapuram,65.00,Moderate,1.00,Good,28.00,Good,0.00,Good,65.00,Moderate
United Kingdom of Great Britain and Northern Ireland,Thornaby,33.00,Good,1.00,Good,33.00,Good,1.00,Good,13.00,Good
United States of America,Tinton Falls,47.00,Good,1.00,Good,29.00,Good,9.00,Good,47.00,Good
Turkey,Tire,91.00,Moderate,1.00,Good,51.00,Moderate,1.00,Good,91.00,Moderate
Mexico,Tixkokob,123.00,Unhealthy for Sensitive Groups,1.00,Good,21.00,Good,1.00,Good,123.00,Unhealthy for Sensitive Groups
Mexico,Tixtla,61.00,Moderate,1.00,Good,16.00,Good,3.00,Good,61.00,Moderate
Mexico,Tlaquiltenango,172.00,Unhealthy,3.00,Good,12.00,Good,19.00,Good,172.00,Unhealthy
Japan,Tochio,66.00,Moderate,2.00,Good,46.00,Good,4.00,Good,66.00,Moderate
Indonesia,Weru,68.00,Moderate,2.00,Good,49.00,Good,0.00,Good,68.00,Moderate
United Kingdom of Great Britain and Northern Ireland,West Bromwich,32.00,Good,1.00,Good,32.00,Good,3.00,Good,22.00,Good
United States of America,Wethersfield,56.00,Moderate,1.00,Good,22.00,Good,13.00,Good,56.00,Moderate
Belgium,Wichelen,60.00,Moderate,1.00,Good,33.00,Good,5.00,Good,60.00,Moderate
Germany,Wiefelstede,57.00,Moderate,1.00,Good,32.00,Good,4.00,Good,57.00,Moderate
Netherlands,Willemstad,121.00,Unhealthy for Sensitive Groups,0.00,Good,22.00,Good,0.00,Good,121.00,Unhealthy for Sensitive Groups
United Kingdom of Great Britain and Northern Ireland,Winsford,32.00,Good,1.00,Good,32.00,Good,4.00,Good,21.00,Good
Netherlands,Winterswijk,52.00,Moderate,1.00,Good,17.00,Good,8.00,Good,52.00,Moderate
China,Wuchang,72.00,Moderate,2.00,Good,47.00,Good,0.00,Good,72.00,Moderate
Greece,Xanthi,84.00,Moderate,1.00,Good,42.00,Good,0.00,Good,84.00,Moderate
Mexico,Xicohtzinco,217.00,Very Unhealthy,4.00,Good,3.00,Good,15.00,Good,217.00,Very Unhealthy
China,Yaan,166.00,Unhealthy,3.00,Good,59.00,Moderate,3.00,Good,166.00,Unhealthy
Ecuador,Yaguachi,64.00,Moderate,1.00,Good,17.00,Good,4.00,Good,64.00,Moderate
China,Yakeshi,41.00,Good,1.00,Good,37.00,Good,0.00,Good,41.00,Good
Japan,Fukuroi,46.00,Good,1.00,Good,46.00,Good,0.00,Good,17.00,Good
United States of America,Fulton,51.00,Moderate,1.00,Good,19.00,Good,7.00,Good,51.00,Moderate
Pakistan,Gambat,168.00,Unhealthy,1.00,Good,48.00,Good,1.00,Good,168.00,Unhealthy
India,Gandevi,152.00,Unhealthy,0.00,Good,24.00,Good,0.00,Good,152.00,Unhealthy
Georgia,Gardabani,36.00,Good,1.00,Good,33.00,Good,0.00,Good,36.00,Good
Germany,Garmisch Partenkirchen,87.00,Moderate,1.00,Good,29.00,Good,3.00,Good,87.00,Moderate
India,Gauripur,50.00,Good,2.00,Good,38.00,Good,0.00,Good,50.00,Good
,Gelibolu,42.00,Good,1.00,Good,42.00,Good,0.00,Good,23.00,Good
France,Gennevillers,62.00,Moderate,1.00,Good,19.00,Good,6.00,Good,62.00,Moderate
Iran (Islamic Republic of),Gerash,117.00,Unhealthy for Sensitive Groups,1.00,Good,75.00,Moderate,0.00,Good,117.00,Unhealthy for Sensitive Groups
Japan,Shinjo,57.00,Moderate,1.00,Good,51.00,Moderate,1.00,Good,57.00,Moderate
India,Sholavandan,46.00,Good,1.00,Good,32.00,Good,0.00,Good,46.00,Good
Turkey,Silifke,52.00,Moderate,1.00,Good,35.00,Good,1.00,Good,52.00,Moderate
Netherlands,Sint Anthonis,45.00,Good,1.00,Good,22.00,Good,7.00,Good,45.00,Good
Netherlands,Slochteren,35.00,Good,1.00,Good,32.00,Good,2.00,Good,35.00,Good
Egypt,Sohag,158.00,Unhealthy,1.00,Good,48.00,Good,1.00,Good,158.00,Unhealthy
India,Sardhana,160.00,Unhealthy,3.00,Good,124.00,Unhealthy for Sensitive Groups,1.00,Good,160.00,Unhealthy
France,Selestat,66.00,Moderate,2.00,Good,25.00,Good,4.00,Good,66.00,Moderate
Russian Federation,Serov,31.00,Good,1.00,Good,31.00,Good,0.00,Good,24.00,Good
China,Longhua,180.00,Unhealthy,4.00,Good,102.00,Unhealthy for Sensitive Groups,7.00,Good,180.00,Unhealthy
United States of America,Los Alamos,57.00,Moderate,1.00,Good,14.00,Good,7.00,Good,57.00,Moderate
,Luis Correia,22.00,Good,0.00,Good,14.00,Good,0.00,Good,22.00,Good
United Republic of Tanzania,Lukuledi,40.00,Good,0.00,Good,23.00,Good,0.00,Good,40.00,Good
Switzerland,Lustenau,54.00,Moderate,1.00,Good,25.00,Good,3.00,Good,54.00,Moderate
Brazil,Luzilandia,26.00,Good,0.00,Good,9.00,Good,1.00,Good,26.00,Good
Slovakia,Michalovce,73.00,Moderate,1.00,Good,43.00,Good,0.00,Good,73.00,Moderate
Russian Federation,Michurinsk,36.00,Good,1.00,Good,36.00,Good,0.00,Good,35.00,Good
Netherlands,Mierlo,49.00,Good,1.00,Good,24.00,Good,7.00,Good,49.00,Good
United States of America,Moberly,54.00,Moderate,2.00,Good,27.00,Good,8.00,Good,54.00,Moderate
Russian Federation,Mokshan,54.00,Moderate,1.00,Good,35.00,Good,0.00,Good,54.00,Moderate
Norway,Molde,28.00,Good,1.00,Good,28.00,Good,0.00,Good,13.00,Good
Italy,Monteprandone,54.00,Moderate,1.00,Good,44.00,Good,2.00,Good,54.00,Moderate
Italy,Morbegno,58.00,Moderate,1.00,Good,23.00,Good,2.00,Good,58.00,Moderate
